popup_version|start_date|popup_category	source	views	registration	conversion
"[""A"",""2020-06-12"",""Book Marketing""]"	popup_version|start_date|popup_category	112.0	0.0	0.0
"[""A"",""2020-02-29"",""Understanding Publishing""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-02-28"",""discovery""]"	popup_version|start_date|popup_category	742.0	0.0	0.0
"[""A"",""2020-02-28"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-06-12"",""bookly News""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-02-28"",""From our Authors, Understanding Publishing""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-02-27"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	1141.0	0.0	0.0
"[""B"","""",""Book Marketing""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"","""",""From our Authors""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"","""",""Perfecting your Craft""]"	popup_version|start_date|popup_category	742.0	0.0	0.0
"["""","""",""generator""]"	popup_version|start_date|popup_category	1008.0	0.0	0.0
"[""A"",""2020-05-27"",""Book Design, Understanding Publishing""]"	popup_version|start_date|popup_category	4186.0	0.0	0.0
"[""A"",""2020-03-13"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	1435.0	0.0	0.0
"[""A"",""2020-03-31"",""discovery""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-04-27"",""""]"	popup_version|start_date|popup_category	469.0	0.0	0.0
"[""A"",""2020-04-24"",""Book Marketing""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-05-01"",""discovery""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-05-04"",""Understanding Publishing""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-04-20"",""discovery""]"	popup_version|start_date|popup_category	182.0	0.0	0.0
"[""A"",""2020-04-13"",""discovery""]"	popup_version|start_date|popup_category	19446.0	0.0	0.0
"[""A"",""2020-04-10"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-04-07"",""Understanding Publishing""]"	popup_version|start_date|popup_category	273.0	0.0	0.0
"[""A"",""2020-04-07"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""A"",""2020-04-01"",""Understanding Publishing""]"	popup_version|start_date|popup_category	91.0	0.0	0.0
"[""A"",""2020-05-08"",""""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-03-13"",""Understanding Publishing""]"	popup_version|start_date|popup_category	2072.0	0.0	0.0
"["""",""2019-04-12"",""""]"	popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-03-31"",""Book Marketing""]"	popup_version|start_date|popup_category	91.0	0.0	0.0
"[""A"",""2020-05-14"",""""]"	popup_version|start_date|popup_category	70.0	0.0	0.0
"[""A"",""2020-05-14"",""Perfecting your Craft, Understanding Publishing""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-03-24"",""Book Design""]"	popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-05-21"",""Understanding Publishing""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-03-13"",""discovery""]"	popup_version|start_date|popup_category	2457.0	0.0	0.0
"["""","""",""Book Design""]"	popup_version|start_date|popup_category	168.0	0.0	0.0
"[""A"",""2020-05-25"",""Understanding Publishing""]"	popup_version|start_date|popup_category	112.0	0.0	0.0
"[""A"",""2020-05-26"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	308.0	0.0	0.0
"[""A"",""2020-02-27"",""Book Marketing, From our Authors""]"	popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-02-20"",""Book Marketing, Understanding Publishing""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-01-09"",""discovery""]"	popup_version|start_date|popup_category	8386.0	0.0	0.0
"[""B"",""2019-01-22"",""""]"	popup_version|start_date|popup_category	273.0	0.0	0.0
"[""B"",""2019-11-06"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-11-12"",""""]"	popup_version|start_date|popup_category	42.0	0.0	0.0
"[""A"",""2020-01-21"",""discovery""]"	popup_version|start_date|popup_category	6797.0	0.0	0.0
"["""","""",""From our Authors, Understanding Publishing""]"	popup_version|start_date|popup_category	1505.0	0.0	0.0
"[""B"",""2019-11-19"",""Book Marketing""]"	popup_version|start_date|popup_category	126.0	0.0	0.0
"[""B"",""2019-11-26"",""""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-11-28"",""""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-12-13"",""Book Design""]"	popup_version|start_date|popup_category	707.0	0.0	0.0
"[""A"",""2020-01-20"",""discovery""]"	popup_version|start_date|popup_category	3696.0	0.0	0.0
"[""B"",""2019-12-13"",""Understanding Publishing""]"	popup_version|start_date|popup_category	3773.0	0.0	0.0
"[""B"",""2019-12-17"",""discovery""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-12-18"",""discovery""]"	popup_version|start_date|popup_category	147.0	0.0	0.0
"[""B"",""2020-01-09"",""discovery""]"	popup_version|start_date|popup_category	8449.0	0.0	0.0
"[""B"",""2020-01-10"",""Understanding Publishing""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2020-01-13"",""discovery""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2020-01-20"",""discovery""]"	popup_version|start_date|popup_category	3304.0	0.0	0.0
"[""B"",""2020-02-03"",""discovery""]"	popup_version|start_date|popup_category	2996.0	0.0	0.0
"[""B"",""2020-02-04"",""Understanding Publishing""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2020-02-07"",""""]"	popup_version|start_date|popup_category	595.0	0.0	0.0
"[""B"",""2020-02-07"",""Understanding Publishing""]"	popup_version|start_date|popup_category	2821.0	0.0	0.0
"[""A"",""2020-01-13"",""discovery""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2020-02-13"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	273.0	0.0	0.0
"[""A"",""2020-01-10"",""Understanding Publishing""]"	popup_version|start_date|popup_category	196.0	0.0	0.0
"[""B"",""2019-11-04"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""B"",""2019-10-22"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	2156.0	0.0	0.0
"[""B"",""2019-10-16"",""Book Marketing""]"	popup_version|start_date|popup_category	70.0	0.0	0.0
"[""B"",""2019-06-28"",""discovery""]"	popup_version|start_date|popup_category	5901.0	0.0	0.0
"[""B"",""2019-03-20"",""discovery""]"	popup_version|start_date|popup_category	1785.0	0.0	0.0
"[""B"",""2019-04-03"",""Perfecting your Craft, Understanding Publishing""]"	popup_version|start_date|popup_category	105.0	0.0	0.0
"[""A"",""2020-02-19"",""Understanding Publishing""]"	popup_version|start_date|popup_category	91.0	0.0	0.0
"[""B"",""2019-04-12"",""""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2019-04-13"",""""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-02-13"",""Perfecting your Craft, Understanding Publishing""]"	popup_version|start_date|popup_category	161.0	0.0	0.0
"[""B"",""2019-04-25"",""discovery""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-05-23"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""B"",""2019-06-17"",""discovery""]"	popup_version|start_date|popup_category	1498.0	0.0	0.0
"[""B"",""2019-06-20"",""discovery""]"	popup_version|start_date|popup_category	273.0	0.0	0.0
"[""B"",""2019-07-04"",""discovery""]"	popup_version|start_date|popup_category	777.0	0.0	0.0
"[""B"",""2019-10-15"",""discovery""]"	popup_version|start_date|popup_category	2618.0	0.0	0.0
"[""B"",""2019-07-15"",""""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""B"",""2019-07-30"",""""]"	popup_version|start_date|popup_category	112.0	0.0	0.0
"[""B"",""2019-08-23"",""Book Marketing""]"	popup_version|start_date|popup_category	413.0	0.0	0.0
"[""A"",""2020-02-13"",""From our Authors""]"	popup_version|start_date|popup_category	56.0	0.0	0.0
"[""A"",""2020-02-09"",""discovery""]"	popup_version|start_date|popup_category	1477.0	0.0	0.0
"[""A"",""2020-02-07"",""""]"	popup_version|start_date|popup_category	560.0	0.0	0.0
"[""B"",""2019-09-23"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	35.0	0.0	0.0
"[""A"",""2020-02-04"",""Understanding Publishing""]"	popup_version|start_date|popup_category	252.0	0.0	0.0
"[""B"",""2019-10-11"",""discovery""]"	popup_version|start_date|popup_category	70.0	0.0	0.0
"[""B"",""2019-10-14"",""Understanding Publishing""]"	popup_version|start_date|popup_category	21.0	0.0	0.0
"[""A"",""2020-06-10"",""Perfecting your Craft""]"	popup_version|start_date|popup_category	287.0	0.0	0.0
